"","key","scientificName","kingdom","phylum","class","order","family","genus","Source","Thematic_group","ID"
"434",3172348,"Fraxinus pennsylvanica Marshall","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018); Monaco et al. (2020); Steen et al. (2024); Verbrugge et al. (2015)","Plants","HS3545"
"435",5300716,"Fritillaria imperialis L.","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3550"
"436",3132570,"Galinsoga parviflora Cav.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Galinsoga","Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS3589"
"437",2913214,"Galium spurium L.","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Roy et al. (2023)","Plants","HS3593"
"438",1876542,"Galleria mellonella (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria","Cano-Barbacil et al. (2023)","TER Inverts","HS3594"
"439",2219863,"Gammarus tigrinus Sexton, 1939","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Gammarus","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Cottier‐Cook et al. (2024); Goldsmit et al. (2021); Monaco et al. (2020); Oficialdegui et al. (2023); Pergl et al. (2016)","FW Inverts","HS3603"
"440",3103082,"Gamochaeta pensylvanica (Willd.) Cabrera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gamochaeta","Carboneras et al. (2018)","Plants","HS3606"
"441",2882753,"Gaultheria procumbens L.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Adriaens et al. (2022); Mayer et al. (2017)","Plants","HS3619"
"442",2891079,"Geranium macrorrhizum L.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3651"
"443",2890651,"Geranium psilostemon Ledeb.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Mayer et al. (2017)","Plants","HS3653"
"444",2890668,"Geranium robertianum L.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS3656"
"445",2890287,"Geranium nodosum L.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Jones et al. (2024)","Plants","HS3667"
"446",5369652,"Geum urbanum L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Geum","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS3673"
"447",2687885,"Ginkgo biloba L.","Plantae","Tracheophyta","Ginkgoopsida","Ginkgoales","Ginkgoaceae","Ginkgo","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3681"
"448",2959443,"Gleditsia triacanthos L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Gleditsia","Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS3695"
"449",4453163,"Glischrochilus quadrisignatus (Say, 1835)","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Glischrochilus","Carboneras et al. (2018)","Inverts","HS3698"
"450",5359660,"Glycine max (L.) Merr.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Glycine","Leuven et al. (2016)","Plants","HS3712"
"451",5390848,"Gnaphalium uliginosum L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gnaphalium","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS3725"
"452",7150619,"Gomphocarpus fruticosus (L.) W.T.Aiton","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Gomphocarpus","Carboneras et al. (2018)","Plants","HS3731"
"453",2266754,"Gonionemus vertens A.Agassiz, 1862","Animalia","Cnidaria","Hydrozoa","Limnomedusae","Olindiidae","Gonionemus","Cano-Barbacil et al. (2023); Clarke et al. (2019); Lieurance et al. (2023)","Marine","HS3743"
"454",1736574,"Grapholita molesta (Busck, 1916)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita","Carboneras et al. (2018); Clarke & McGeoch (2023)","TER Inverts","HS3762"
"455",2443079,"Graptemys ouachitensis Cagle, 1953","Animalia","Chordata","Testudines",NA,"Emydidae","Graptemys","Lorenzoni IPE/IT/000015","Verts","HS3769"
"456",9228211,"Graptemys pseudogeographica (Gray, 1831)","Animalia","Chordata","Testudines",NA,"Emydidae","Graptemys","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS3770"
"457",1716128,"Gryllotalpa gryllotalpa (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Orthoptera","Gryllotalpidae","Gryllotalpa","Mulema et al. (2022)","TER Inverts","HS3788"
"458",2489450,"Gymnorhina tibicen (Latham, 1802)","Animalia","Chordata","Aves","Passeriformes","Cracticidae","Gymnorhina","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Czechowska et al. (2022); Monaco et al. (2020); Peyton et al. (2019); Roy et al. (2019a)","Verts","HS3797"
"459",1992066,"Gymnoscelis rufifasciata (Haworth, 1809)","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Gymnoscelis","Lieurance et al. (2023)","TER Inverts","HS3798"
"460",5384466,"Gypsophila elegans M.Bieb.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","Mayer et al. (2017)","Plants","HS3803"
"461",5384464,"Gypsophila repens L.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","BE IAS Sec. (2024)","Plants","HS3806"
"462",1787590,"Hadena compta (Denis & Schiffermüller), 1775","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena","CABI (2024); Lieurance et al. (2023)","TER Inverts","HS3816"
"463",5371655,"Halesia carolina L.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Styracaceae","Halesia","Mayer et al. (2017)","Plants","HS3828"
"464",4485843,"Halyomorpha halys (Stål, 1855)","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Halyomorpha","Clarke & McGeoch (2023); EPPO (2024b); Mulema et al. (2022); Peyton et al. (2019); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS3846"
"465",4989904,"Harmonia axyridis (Pallas, 1773)","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Harmonia","Carboneras et al. (2018); Clarke & McGeoch (2023); Dawson et al. (2022); Peyton et al. (2019)","TER Inverts","HS3860"
"466",3036033,"Hedera colchica (K.Koch) K.Koch","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Hedera","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3877"
"467",2316416,"Hediste diversicolor (O.F.Müller, 1776)","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste","Clarke et al. (2019)","Marine","HS3880"
"468",1737526,"Hedya nubiferana (Haworth, 1811)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Hedya","Lieurance et al. (2023)","TER Inverts","HS3881"
"469",8059430,"Heleobia charruana (d'Orbigny, 1841)","Animalia","Mollusca","Gastropoda","Littorinimorpha","Cochliopidae","Heleobia","Thunnissen et al. (2022a)","FW Inverts","HS3893"
"470",9206251,"Helianthus annuus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Bayón & Vilá (2019); Carboneras et al. (2018); Leuven et al. (2016); Mayer et al. (2017)","Plants","HS3894"
"471",3119185,"Helianthus decapetalus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","BE IAS Sec. (2024)","Plants","HS3896"
"472",3119175,"Helianthus tuberosus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","BE IAS Sec. (2024); Carboneras et al. (2018); EPPO (2024c); Leuven et al. (2016); Mayer et al. (2017); Steen et al. (2024)","Plants","HS3900"
"473",3131614,"Helichrysum italicum (Roth) G.Don","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Mayer et al. (2017)","Plants","HS3905"
"474",3131367,"Helichrysum petiolare Hilliard & B.L.Burtt","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Carboneras et al. (2018); Mayer et al. (2017); Steen et al. (2024)","Plants","HS3907"
"475",8108800,"Helicoverpa armigera (Hübner, 1808)","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","Clarke & McGeoch (2023); EPPO (2024a); Lieurance et al. (2023)","TER Inverts","HS3912"
"476",5396474,"Heliopsis helianthoides (L.) Sweet","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Heliopsis","Mayer et al. (2017)","Plants","HS3918"
"477",2925767,"Heliotropium europaeum L.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Heliotropiaceae","Heliotropium","Steen et al. (2024)","Plants","HS3923"
"478",3924221,"Helleborus argutifolius Viv.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Helleborus","CABI (2024)","Plants","HS3927"
"479",2781074,"Hemerocallis fulva (L.) L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Hemerocallis","Mayer et al. (2017)","Plants","HS3936"
"480",2781103,"Hemerocallis lilioasphodelus L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Hemerocallis","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3937"
"481",4382841,"Hemigrapsus takanoi Asakura & Watanabe, 2005","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Carboneras et al. (2018); Clarke et al. (2019); Cottier‐Cook et al. (2024); D'hondt & Adriaens (2022); Karachle et al. (2017); Lieurance et al. (2023); Lucy et al. (2020); O’Shaughnessy et al. (2023); Oficialdegui et al. (2023); Roy et al. (2023); Swart & Robinson (2019); Verbrugge et al. (2015)","FW Inverts; Marine","HS3965"
"482",1731858,"Heringocrania unimaculella (Zetterstedt, 1840)","Animalia","Arthropoda","Insecta","Lepidoptera","Eriocraniidae","Heringocrania","CABI (2024)","Inverts","HS3980"
"483",3042291,"Hesperis matronalis L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Hesperis","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3990"
"484",3032653,"Heuchera sanguinea Engelm.","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Heuchera","Mayer et al. (2017)","Plants","HS4026"
"485",3152583,"Hibiscus syriacus L.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Hibiscus","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4035"
"486",5229128,"Himantopus mexicanus (P.L.S.Müller, 1776)","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Monaco et al. (2020)","Verts","HS4043"
"487",2308887,"Hirudo medicinalis Linnaeus, 1758","Animalia","Annelida","Clitellata","Arhynchobdellida","Hirudinidae","Hirudo","Lieurance et al. (2023)","FW Inverts","HS4058"
"488",8845441,"Hirudo verbana Carena, 1820","Animalia","Annelida","Clitellata","Arhynchobdellida","Hirudinidae","Hirudo","Lieurance et al. (2023)","FW Inverts","HS4059"
"489",2706163,"Holcus mollis L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Holcus","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS4064"
"490",2987780,"Holodiscus discolor (Pursh) Maxim.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus","Mayer et al. (2017)","Plants","HS4067"
"491",5972004,"Homarus americanus H.Milne Edwards, 1837","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Cottier‐Cook et al. (2024); Lucy et al. (2020); Matthews et al. (2017); Oficialdegui et al. (2023); Roy et al. (2019a); Roy et al. (2023); van Riel et al. (2023); Verbrugge et al. (2015)","FW Inverts; Marine","HS4074"
"492",1784853,"Hoplodrina ambigua (Denis & Schiffermüller), 1775","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplodrina","Lieurance et al. (2023)","TER Inverts","HS4078"
"493",2706052,"Hordeum jubatum L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Carboneras et al. (2018)","Plants","HS4082"
"494",5384931,"Houttuynia cordata Thunb.","Plantae","Tracheophyta","Magnoliopsida","Piperales","Saururaceae","Houttuynia","BE IAS Sec. (2024); Branquart et al. (2022); D'hondt & Adriaens (2022); EPPO (2024b); Mayer et al. (2017); Roy et al. (2023)","Plants","HS4091"
"495",5304257,"Hyacinthoides hispanica (Mill.) Rothm.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Hyacinthoides","Jones et al. (2024)","Plants","HS4103"
"496",2772666,"Hyacinthus orientalis L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Hyacinthus","Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS4104"
"497",1796678,"Hydraecia micacea Esper, 1789","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hydraecia","Lieurance et al. (2023)","TER Inverts","HS4107"
"498",2985986,"Hydrangea arborescens L.","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","Hydrangea","Mayer et al. (2017)","Plants","HS4109"
"499",7480365,"Hydrocotyle moschata G.Forst.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle","Adriaens et al. (2022); Cano-Barbacil et al. (2023); Oficialdegui et al. (2023)","Plants","HS4125"
"500",3034602,"Hydrocotyle verticillata Thunb.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle","Bayón & Vilá (2019); BE IAS Sec. (2024); D'hondt & Adriaens (2022)","Plants","HS4132"
"501",5054085,"Hydropsyche contubernalis McLachlan, 1865","Animalia","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Clarke & McGeoch (2023)","TER Inverts","HS4148"
"502",7172849,"Hylotelephium sieboldii (Regel) H.Ohba","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Hylotelephium","BE IAS Sec. (2024)","Plants","HS4174"
"503",2985863,"Hylotelephium spectabile (Boreau) H.Ohba","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Hylotelephium","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4175"
"504",3189525,"Hypericum androsaemum L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Mayer et al. (2017)","Plants","HS4188"
"505",3189497,"Hypericum calycinum L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4190"
"506",6436603,"Hypericum hircinum L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Weber et al. (2018)","Plants","HS4193"
"507",3093911,"Hypochaeris glabra L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","CABI (2024)","Plants","HS4205"
"508",2362486,"Hypophthalmichthys nobilis (Richardson, 1845)","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","Hypophthalmichthys","Cano-Barbacil et al. (2023); Gilles Jr et al. (2023); van Riel et al. (2023)","Verts","HS4212"
"509",1326634,"Hypoponera punctatissima (Roger, 1859)","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Hypoponera","Carboneras et al. (2018); Clarke & McGeoch (2023); Wong et al. (2023)","TER Inverts","HS4222"
"510",5341387,"Hyssopus officinalis L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Hyssopus","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4241"
"511",2211599,"Ianiropsis serricaudis Gurjanova, 1936","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Ianiropsis","Cano-Barbacil et al. (2023); Tsiamis et al. (2019)","Marine","HS4246"
"512",2042185,"Iassus scutellaris (Fieber, 1868)","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Iassus","CABI (2024)","Inverts","HS4247"
"513",5551241,"Iberis sempervirens L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","Mayer et al. (2017)","Plants","HS4249"
"514",5377303,"Iberis umbellata L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","Mayer et al. (2017)","Plants","HS4250"
"515",2080592,"Icerya purchasi Maskell, 1879","Animalia","Arthropoda","Insecta","Hemiptera","Margarodidae","Icerya","Clarke & McGeoch (2023)","TER Inverts","HS4252"
"516",5176255,"Idotea linearis (Linnaeus, 1767)","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Cottier‐Cook et al. (2024)","Marine","HS4265"
"517",2459658,"Iguana iguana (Linnaeus, 1758)","Animalia","Chordata","Squamata",NA,"Iguanidae","Iguana","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS4267"
"518",5414239,"Ilex crenata Thunb.","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4269"
"519",2891783,"Impatiens balfourii Hook.fil.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","D'hondt & Adriaens (2022); Steen et al. (2024)","Plants","HS4276"
"520",2891774,"Impatiens capensis Meerb.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","Adriaens et al. (2022); Carboneras et al. (2018); D'hondt & Adriaens (2022); Roy et al. (2023); Steen et al. (2024)","Plants","HS4278"
"521",2891782,"Impatiens parviflora DC.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","BE IAS Sec. (2024); Carboneras et al. (2018); D'hondt & Adriaens (2022); Steen et al. (2024)","Plants","HS4282"
"522",3148340,"Inula helenium L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4303"
"523",2859597,"Ipheion uniflorum (Graham) Raf.","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Ipheion","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4307"
"524",2928538,"Ipomoea hederacea Jacq.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Cano-Barbacil et al. (2023)","Plants","HS4316"
"525",2928576,"Ipomoea purpurea (L.) Roth","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Adriaens et al. (2022); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS4322"
"526",5298765,"Iris foetidissima L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","BE IAS Sec. (2024)","Plants","HS4343"
"527",5298231,"Iris pseudacorus L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","CABI (2024)","Plants","HS4347"
"528",5298675,"Iris pumila L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","BE IAS Sec. (2024)","Plants","HS4348"
"529",5298069,"Iris ×germanica L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","BE IAS Sec. (2024)","Plants","HS4350"
"530",5388595,"Jacobaea maritima (L.) Pelser & Meijden","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jacobaea","Mayer et al. (2017); Steen et al. (2024)","Plants","HS4383"
"531",5388602,"Jacobaea vulgaris Gaertn.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jacobaea","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS4384"
"532",5177089,"Jaera istri Veuille, 1979","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Jaera","Cano-Barbacil et al. (2023)","Marine","HS4387"
"533",3172266,"Jasminum nudiflorum Lindl.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4395"
"534",3054366,"Juglans ailantifolia Carrière","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","BE IAS Sec. (2024)","Plants","HS4406"
"535",3054352,"Juglans cinerea L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","BE IAS Sec. (2024)","Plants","HS4407"
